AC000108.1_1	427
AC000108.1_2	148
AE000511.1_1	94
AE000511.1_2	130
AE000511.1_1	115
AE000511.1_2	268
AE000511.1_3	138
AE000511.1_4	623
AE000511.1_1	148
AE000511.1_2	427
AE000511.1_1	148
AE000511.1_2	427
AE000511.1_1	427
AE000511.1_2	148
AE000511.1_1	427
AE000511.1_2	148
AE000511.1_1	427
AE000511.1_2	148
AE000512.1_1	174
AE000512.1_2	416
AE000512.1_1	329
AE000512.1_2	255
AE000512.1_1	139
AE000512.1_2	324
AE000512.1_3	458
AE000512.1_1	405
AE000512.1_2	234
AE000512.1_3	154
AE000512.1_4	669
AE000512.1_1	105
AE000512.1_2	402
AE008384.1_1	325
AE008384.1_2	203
AE008384.1_1	474
AE008384.1_2	636
AE008384.1_1	826
AE008384.1_2	133
AE008384.1_3	74
AE010299.1_1	283
AE010299.1_1	144
AE010299.1_2	74
AE010299.1_3	89
AE010299.1_1	117
AE010299.1_2	361
AE010299.1_3	117
AE010299.1_1	141
AE010299.1_2	170
AE010299.1_1	204
AE010299.1_2	272
AE010299.1_1	137
AE010299.1_2	438
AE010299.1_3	347
AE010299.1_4	415
AE010299.1_5	370
AP013354.1_1	94
AP013354.1_2	130
AP013354.1_1	115
AP013354.1_2	272
AP013354.1_3	138
AP013354.1_4	623
AP013354.1_1	148
AP013354.1_2	427
AP013354.1_1	148
AP013354.1_2	427
AP013354.1_1	427
AP013354.1_2	148
AP013354.1_1	427
AP013354.1_2	148
AP013354.1_1	427
AP013354.1_2	148
AP013355.1_1	94
AP013355.1_2	130
AP013355.1_1	115
AP013355.1_2	272
AP013355.1_3	138
AP013355.1_4	623
AP013355.1_1	148
AP013355.1_2	427
AP013355.1_1	148
AP013355.1_2	427
AP013355.1_1	427
AP013355.1_2	148
AP013355.1_1	427
AP013355.1_2	148
AP013355.1_1	427
AP013355.1_2	148
AP013356.1_1	94
AP013356.1_2	130
AP013356.1_1	115
AP013356.1_2	156
AP013356.1_3	138
AP013356.1_4	623
AP013356.1_1	148
AP013356.1_2	427
AP013356.1_1	148
AP013356.1_2	427
AP013356.1_1	427
AP013356.1_2	148
AP013356.1_1	427
AP013356.1_2	148
AP013356.1_1	427
AP013356.1_2	148
AP014507.1_1	323
AP014507.1_2	524
AP014507.1_1	475
AP014507.1_2	333
AP014508.1_1	162
AP014508.1_2	181
AP014508.1_3	866
AP014508.1_4	220
AP014508.1_1	154
AP014508.1_2	159
AP014508.1_1	344
AP014508.1_2	141
AP014508.1_3	235
AP014508.1_1	327
AP014508.1_2	284
AP014508.1_3	322
AP014508.1_4	624
AP014508.1_5	347
AP014508.1_6	1110
AP014508.1_7	307
AP014508.1_8	70
AP014508.1_9	405
AP014508.1_1	558
AP014508.1_2	401
AP014508.1_3	405
AP014508.1_4	319
AP014508.1_5	474
AP014508.1_1	394
AP014508.1_2	117
AP014508.1_3	112
AP014508.1_4	155
AP014638.1_1	779
AP014638.1_1	186
AP014638.1_2	72
AP014638.1_1	609
AP014638.1_2	1183
AP014638.1_1	229
AP014638.1_2	636
AP014642.1_1	779
AP014642.1_1	186
AP014642.1_2	72
AP014642.1_1	609
AP014642.1_2	1183
AP014642.1_1	229
AP014642.1_2	636
AP014815.1_1	217
AP014815.1_2	63
AP014815.1_1	608
AP014815.1_2	1068
AP014815.1_1	261
AP014815.1_2	531
AP014815.1_3	238
AP014815.1_4	160
AP014821.1_1	148
AP014821.1_2	251
AP014821.1_1	300
AP014821.1_2	667
AP017295.1_1	121
AP017295.1_2	130
AP017295.1_1	694
AP017295.1_2	871
AP017295.1_3	85
AP017295.1_1	212
AP017295.1_2	570
AP017308.1_1	609
AP017308.1_2	1237
AP017308.1_1	432
AP017308.1_2	449
AP017308.1_1	61
AP017308.1_2	373
AP017308.1_3	416
AP017375.1_1	170
AP017375.1_2	223
AP017375.1_1	252
AP017375.1_2	268
AP017375.1_3	1044
AP017632.1_1	130
AP017632.1_2	94
AP017632.1_1	427
AP017632.1_2	148
AP017632.1_1	148
AP017632.1_2	427
AP017632.1_1	427
AP017632.1_2	148
AP018166.1_1	151
AP018166.1_2	204
AP018174.1_1	84
AP018174.1_2	292
AP018174.1_3	135
AP018174.1_1	459
AP018174.1_2	250
AP018174.1_1	647
AP018174.1_2	668
AP018174.1_1	316
AP018174.1_2	458
AP018174.1_3	415
AP018174.1_4	810
AP018174.1_1	463
AP018174.1_2	236
AP018174.1_1	250
AP018174.1_2	199
AP018174.1_1	130
AP018174.1_2	198
AP018174.1_3	442
AP018174.1_4	132
AP018174.1_5	324
AP018178.1_1	135
AP018178.1_2	107
AP018178.1_1	116
AP018178.1_2	267
